sleepyline.cause,sleepyline
java/util/concurrent/CountDownLatch.countDown()V,org/elasticsearch/common/inject/Initializer:injectAll:111
java/util/concurrent/atomic/AtomicBoolean.compareAndSet(ZZ)Z,org/elasticsearch/gateway/GatewayService:performStateRecovery:201
java/util/concurrent/CopyOnWriteArrayList.add(Ljava/lang/Object;)Z,org/elasticsearch/indices/InternalIndicesLifecycle:addListener:49
java/util/concurrent/atomic/AtomicLong.incrementAndGet()J,org/elasticsearch/transport/local/LocalTransport:doStart:85
java/lang/System.currentTimeMillis()J,org/apache/lucene/util/StringHelper:<clinit>:167
java/util/concurrent/locks/Lock.unlock()V,org/springframework/data/mapping/context/AbstractMappingContext:addPersistentEntity:316
java/lang/System.currentTimeMillis()J,org/elasticsearch/monitor/jvm/JvmStats:jvmStats:136
java/util/concurrent/locks/Lock.newCondition()Ljava/util/concurrent/locks/Condition;,org/elasticsearch/snapshots/SnapshotsService:<init>:104
java/util/concurrent/locks/Lock.unlock()V,org/springframework/data/mapping/context/AbstractMappingContext:addPersistentEntity:315
java/lang/Runnable.run()V,org/elasticsearch/common/util/concurrent/MoreExecutors$SameThreadExecutorService:execute:297
java/nio/channels/FileChannel.open(Ljava/nio/file/Path;[Ljava/nio/file/OpenOption;)Ljava/nio/channels/FileChannel;,org/apache/lucene/store/NativeFSLock:obtain:167
java/util/concurrent/ConcurrentHashMap.put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,com/fasterxml/jackson/databind/util/LRUMap:put:43
java/util/concurrent/CountDownLatch.await(JLjava/util/concurrent/TimeUnit;)Z,org/elasticsearch/discovery/DiscoveryService$InitialStateListener:waitForInitialState:55
java/util/concurrent/ConcurrentHashMap.size()I,com/fasterxml/jackson/databind/util/LRUMap:put:35
java/util/concurrent/ConcurrentHashMap.put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,com/fasterxml/jackson/databind/util/LRUMap:put:44
java/lang/System.currentTimeMillis()J,org/elasticsearch/monitor/os/JmxOsProbe:osStats:44
java/util/concurrent/locks/ReentrantLock.newCondition()Ljava/util/concurrent/locks/Condition;,org/elasticsearch/indices/ttl/IndicesTTLService$Notifier:<init>:314
java/util/concurrent/ScheduledExecutorService.schedule(Ljava/lang/Runnable;JLjava/util/concurrent/TimeUnit;)Ljava/util/concurrent/ScheduledFuture;,org/elasticsearch/common/util/concurrent/PrioritizedEsThreadPoolExecutor:execute:84
java/lang/System.currentTimeMillis()J,org/elasticsearch/monitor/process/JmxProcessProbe:processStats:97
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/apache/lucene/index/IndexWriter:applyAllDeletesAndUpdates:3267
java/util/concurrent/locks/ReentrantLock.unlock()V,org/apache/lucene/index/DocumentsWriterDeleteQueue:freezeGlobalBuffer:239
java/util/concurrent/atomic/AtomicInteger.decrementAndGet()I,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:returnIfNeeded:117
java/util/concurrent/locks/ReentrantLock.lock()V,org/apache/lucene/index/DocumentsWriterDeleteQueue:freezeGlobalBuffer:213
java/util/concurrent/locks/Lock.unlock()V,org/apache/lucene/search/ReferenceManager:maybeRefresh:227
java/util/concurrent/locks/Lock.unlock()V,org/apache/lucene/search/ReferenceManager:maybeRefresh:228
java/util/concurrent/locks/ReentrantLock.unlock()V,org/apache/lucene/index/DocumentsWriterDeleteQueue:freezeGlobalBuffer:238
java/util/concurrent/atomic/AtomicLong.addAndGet(J)J,org/apache/lucene/index/BufferedUpdatesStream:prune:378
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/apache/lucene/index/IndexWriter:getReader:387
java/util/concurrent/locks/Lock.tryLock()Z,org/apache/lucene/search/ReferenceManager:maybeRefresh:222
java/util/concurrent/locks/ReentrantLock.unlock()V,org/apache/lucene/index/DocumentsWriterDeleteQueue:anyChanges:190
java/util/concurrent/locks/ReentrantLock.unlock()V,org/apache/lucene/index/DocumentsWriterDeleteQueue:anyChanges:189
java/util/concurrent/atomic/AtomicReferenceArray.length()I,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:returnIfNeeded:121
java/util/concurrent/atomic/AtomicReferenceArray.get(I)Ljava/lang/Object;,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:returnIfNeeded:121
java/util/concurrent/locks/ReentrantLock.lock()V,org/apache/lucene/index/DocumentsWriterDeleteQueue:anyChanges:180
java/util/concurrent/locks/Lock.lock()V,org/apache/lucene/search/ReferenceManager:doMaybeRefresh:170
java/util/concurrent/atomic/AtomicBoolean.set(Z)V,org/elasticsearch/index/engine/internal/InternalEngine:refresh:783
java/util/concurrent/atomic/AtomicLong.addAndGet(J)J,org/apache/lucene/index/BufferedUpdates:addQuery:201
java/util/concurrent/atomic/AtomicInteger.decrementAndGet()I,org/apache/lucene/index/DocumentsWriterFlushQueue:innerPurge:122
java/util/concurrent/atomic/AtomicInteger.addAndGet(I)I,org/apache/lucene/index/BufferedUpdatesStream:prune:376
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:onResponse:101
java/util/concurrent/atomic/AtomicInteger.getAndIncrement()I,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:onResponse:101
java/util/concurrent/locks/Lock.lock()V,org/apache/lucene/search/ReferenceManager:doMaybeRefresh:171
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,org/elasticsearch/action/support/replication/TransportIndicesReplicationOperationAction$1:onResponse:96
java/util/concurrent/atomic/AtomicInteger.getAndIncrement()I,org/elasticsearch/action/support/replication/TransportIndicesReplicationOperationAction$1:onResponse:96
java/util/concurrent/locks/ReentrantLock.tryLock()Z,org/apache/lucene/index/DocumentsWriterDeleteQueue:tryApplyGlobalSlice:195
java/util/concurrent/atomic/AtomicReferenceArray.length()I,org/elasticsearch/action/deletebyquery/TransportDeleteByQueryAction:newResponseInstance:73
java/util/concurrent/atomic/AtomicLong.set(J)V,org/elasticsearch/index/engine/internal/LiveVersionMap:beforeRefresh:114
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,org/elasticsearch/action/support/replication/TransportIndicesReplicationOperationAction$1:onResponse:97
java/util/concurrent/atomic/AtomicInteger.getAndIncrement()I,org/elasticsearch/action/support/replication/TransportIndicesReplicationOperationAction$1:onResponse:97
java/util/concurrent/atomic/AtomicInteger.decrementAndGet()I,org/elasticsearch/action/support/replication/TransportIndicesReplicationOperationAction$1:onResponse:97
java/util/concurrent/locks/ReentrantLock.lock()V,org/apache/lucene/index/DocumentsWriterDeleteQueue:anyChanges:179
java/util/concurrent/atomic/AtomicLong.addAndGet(J)J,org/apache/lucene/index/BufferedUpdates:addQuery:202
java/util/concurrent/atomic/AtomicBoolean.set(Z)V,org/elasticsearch/index/engine/internal/InternalEngine:refresh:784
java/util/concurrent/locks/ReentrantLock.unlock()V,org/apache/lucene/index/DocumentsWriterDeleteQueue:tryApplyGlobalSlice:207
java/util/concurrent/atomic/AtomicReferenceFieldUpdater.compareAndSet(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Z,org/apache/lucene/index/DocumentsWriterDeleteQueue$Node:casNext:341
java/lang/System.currentTimeMillis()J,org/apache/lucene/index/BufferedUpdatesStream:applyDeletesAndUpdates:157
java/util/concurrent/atomic/AtomicReferenceArray.length()I,org/elasticsearch/action/deletebyquery/TransportDeleteByQueryAction:newResponseInstance:74
java/util/concurrent/atomic/AtomicReferenceArray.get(I)Ljava/lang/Object;,org/elasticsearch/action/deletebyquery/TransportDeleteByQueryAction:newResponseInstance:74
java/util/concurrent/locks/ReentrantLock.lock()V,org/apache/lucene/index/DocumentsWriterFlushQueue:forcePurge:137
java/util/concurrent/locks/Lock.unlock()V,org/apache/lucene/search/ReferenceManager:doMaybeRefresh:195
java/util/concurrent/locks/ReentrantLock.unlock()V,org/apache/lucene/index/DocumentsWriterFlushQueue:forcePurge:140
java/util/concurrent/CopyOnWriteArrayList.iterator()Ljava/util/Iterator;,org/elasticsearch/index/indexing/ShardIndexingService:preDeleteByQuery:209
java/util/concurrent/atomic/AtomicReferenceArray.length()I,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:returnIfNeeded:120
java/util/concurrent/atomic/AtomicLong.addAndGet(J)J,org/apache/lucene/index/BufferedUpdatesStream:push:92
java/util/concurrent/atomic/AtomicInteger.addAndGet(I)I,org/apache/lucene/index/BufferedUpdatesStream:push:92
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:onResponse:102
java/util/concurrent/atomic/AtomicInteger.getAndIncrement()I,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:onResponse:102
java/util/concurrent/locks/Lock.tryLock()Z,org/apache/lucene/search/ReferenceManager:maybeRefresh:223
java/util/concurrent/atomic/AtomicReferenceFieldUpdater.compareAndSet(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Z,org/apache/lucene/index/DocumentsWriterDeleteQueue:add:170
java/util/concurrent/locks/ReentrantLock.lock()V,org/apache/lucene/index/DocumentsWriterFlushQueue:forcePurge:136
java/util/concurrent/locks/ReentrantLock.unlock()V,org/apache/lucene/index/DocumentsWriterDeleteQueue:tryApplyGlobalSlice:208
java/util/concurrent/locks/ReentrantLock.lock()V,org/apache/lucene/index/DocumentsWriterDeleteQueue:freezeGlobalBuffer:214
java/util/concurrent/atomic/AtomicLong.addAndGet(J)J,org/apache/lucene/index/BufferedUpdatesStream:push:93
java/util/concurrent/locks/ReentrantLock.unlock()V,org/apache/lucene/index/DocumentsWriterFlushQueue:forcePurge:141
java/util/concurrent/atomic/AtomicInteger.get()I,org/apache/lucene/index/DocumentsWriter:anyChanges:318
java/util/concurrent/atomic/AtomicInteger.get()I,org/apache/lucene/index/FrozenBufferedUpdates:<init>:119
java/util/concurrent/atomic/AtomicInteger.addAndGet(I)I,org/apache/lucene/index/BufferedUpdatesStream:prune:375
java/util/concurrent/atomic/AtomicInteger.decrementAndGet()I,org/elasticsearch/action/support/replication/TransportIndicesReplicationOperationAction$1:onResponse:98
java/util/concurrent/atomic/AtomicInteger.get()I,org/apache/lucene/index/DocumentsWriter:anyChanges:319
java/util/concurrent/CopyOnWriteArrayList.iterator()Ljava/util/Iterator;,org/elasticsearch/index/indexing/ShardIndexingService:postDeleteByQuery:216
java/util/concurrent/atomic/AtomicInteger.addAndGet(I)I,org/apache/lucene/index/BufferedUpdatesStream:push:91
java/util/concurrent/atomic/AtomicReferenceArray.get(I)Ljava/lang/Object;,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:returnIfNeeded:122
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/apache/lucene/index/DocumentsWriterFlushQueue:incTickets:54
java/util/concurrent/atomic/AtomicReferenceArray.get(I)Ljava/lang/Object;,org/elasticsearch/action/deletebyquery/TransportDeleteByQueryAction:newResponseInstance:75
java/util/concurrent/atomic/AtomicLong.set(J)V,org/elasticsearch/index/engine/internal/LiveVersionMap:beforeRefresh:113
java/util/concurrent/atomic/AtomicReferenceFieldUpdater.compareAndSet(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Z,org/apache/lucene/index/DocumentsWriterDeleteQueue$Node:casNext:340
java/lang/System.currentTimeMillis()J,org/apache/lucene/index/BufferedUpdatesStream:applyDeletesAndUpdates:158
java/util/concurrent/atomic/AtomicReferenceFieldUpdater.compareAndSet(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Z,org/apache/lucene/index/DocumentsWriterDeleteQueue:add:171
java/util/concurrent/CopyOnWriteArrayList.iterator()Ljava/util/Iterator;,org/elasticsearch/index/indexing/ShardIndexingService:postDeleteByQuery:217
java/util/concurrent/atomic/AtomicInteger.get()I,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:returnIfNeeded:135
java/util/concurrent/CopyOnWriteArrayList.iterator()Ljava/util/Iterator;,org/elasticsearch/index/indexing/ShardIndexingService:preDeleteByQuery:210
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/apache/lucene/index/DocumentsWriterFlushQueue:incTickets:55
java/util/concurrent/atomic/AtomicInteger.get()I,org/apache/lucene/index/FrozenBufferedUpdates:<init>:120
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/apache/lucene/index/IndexWriter:getReader:386
java/util/concurrent/locks/ReentrantLock.tryLock()Z,org/apache/lucene/index/DocumentsWriterDeleteQueue:tryApplyGlobalSlice:194
java/util/concurrent/atomic/AtomicInteger.decrementAndGet()I,org/apache/lucene/index/DocumentsWriterFlushQueue:innerPurge:123
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/apache/lucene/index/IndexWriter:applyAllDeletesAndUpdates:3266
java/lang/System.currentTimeMillis()J,org/apache/lucene/index/IndexWriter:getReader:358
java/util/concurrent/atomic/AtomicLong.addAndGet(J)J,org/apache/lucene/index/BufferedUpdatesStream:prune:377
java/util/concurrent/atomic/AtomicInteger.decrementAndGet()I,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:returnIfNeeded:118
java/lang/System.currentTimeMillis()J,org/apache/lucene/index/IndexWriter:getReader:359
java/util/concurrent/locks/Lock.unlock()V,org/apache/lucene/search/ReferenceManager:doMaybeRefresh:194
java/util/concurrent/atomic/AtomicInteger.get()I,org/elasticsearch/action/support/replication/TransportIndexReplicationOperationAction$1:returnIfNeeded:136
java/nio/channels/FileChannel.size()J,org/apache/lucene/store/NIOFSDirectory$NIOFSIndexInput:<init>:110
java/nio/channels/FileChannel.open(Ljava/nio/file/Path;[Ljava/nio/file/OpenOption;)Ljava/nio/channels/FileChannel;,org/apache/lucene/store/MMapDirectory:openInput:197
java/nio/channels/FileChannel.size()J,org/apache/lucene/store/MMapDirectory:openInput:199
java/util/concurrent/atomic/AtomicBoolean.compareAndSet(ZZ)Z,org/apache/lucene/store/CompoundFileWriter:releaseOutputLock:264
java/util/concurrent/atomic/AtomicBoolean.compareAndSet(ZZ)Z,org/apache/lucene/store/CompoundFileWriter:prunePendingEntries:276
java/nio/channels/FileChannel.open(Ljava/nio/file/Path;[Ljava/nio/file/OpenOption;)Ljava/nio/channels/FileChannel;,org/apache/lucene/store/NIOFSDirectory:openInput:82
java/nio/channels/FileChannel.size()J,org/apache/lucene/store/NIOFSDirectory$NIOFSIndexInput:<init>:109
java/util/concurrent/CopyOnWriteArrayList.iterator()Ljava/util/Iterator;,org/elasticsearch/indices/warmer/InternalIndicesWarmer:warmInternal:106
java/util/concurrent/atomic/AtomicReferenceArray.length()I,org/elasticsearch/action/admin/indices/refresh/TransportRefreshAction:newResponse:75
java/util/concurrent/atomic/AtomicInteger.get()I,org/apache/lucene/index/DocumentsWriterFlushQueue:getTicketCount:158
java/util/concurrent/atomic/AtomicBoolean.compareAndSet(ZZ)Z,org/apache/lucene/store/CompoundFileWriter:createOutput:242
java/io/OutputStream.flush()V,org/apache/lucene/store/OutputStreamIndexOutput:close:62
java/util/concurrent/atomic/AtomicLong.get()J,org/apache/lucene/index/BufferedUpdatesStream:any:108
java/util/concurrent/atomic/AtomicBoolean.compareAndSet(ZZ)Z,org/apache/lucene/store/CompoundFileWriter:prunePendingEntries:268
java/util/concurrent/CountDownLatch.await()V,org/elasticsearch/search/SearchService$FieldDataWarmer$2:awaitTermination:836
java/util/concurrent/atomic/AtomicBoolean.compareAndSet(ZZ)Z,org/apache/lucene/store/CompoundFileWriter:prunePendingEntries:269
java/util/concurrent/atomic/AtomicInteger.compareAndSet(II)Z,org/apache/lucene/index/DocumentsWriter:subtractFlushedNumDocs:570
java/util/concurrent/atomic/AtomicInteger.get()I,org/apache/lucene/index/DocumentsWriter:subtractFlushedNumDocs:570
java/util/concurrent/CountDownLatch.await()V,org/elasticsearch/search/SearchService$NormsWarmer$2:awaitTermination:778
java/util/concurrent/atomic/AtomicLong.get()J,org/apache/lucene/index/BufferedUpdatesStream:any:109
java/io/OutputStream.close()V,org/apache/lucene/store/OutputStreamIndexOutput:close:64
java/util/concurrent/atomic/AtomicBoolean.compareAndSet(ZZ)Z,org/apache/lucene/store/CompoundFileWriter:prunePendingEntries:277
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/apache/lucene/index/ReadersAndUpdates:incRef:102
java/lang/Object.notifyAll()V,org/apache/lucene/index/DocumentsWriterFlushControl:doAfterFlush:232
java/nio/ByteBuffer.get([BII)Ljava/nio/ByteBuffer;,org/apache/lucene/store/ByteBufferIndexInput:readBytes:96
java/io/OutputStream.flush()V,org/apache/lucene/store/OutputStreamIndexOutput:close:63
java/io/OutputStream.close()V,org/apache/lucene/store/OutputStreamIndexOutput:close:63
java/util/concurrent/atomic/AtomicReferenceArray.length()I,org/elasticsearch/action/admin/indices/refresh/TransportRefreshAction:newResponse:90
