method,totalConfigs,sleepyline.cause,config.Count,proportion
BIS,14666,java/util/concurrent/locks/LockSupport.unpark(Ljava/lang/Thread;)V,33,0.0022501022773762443
BIS,14666,java/util/concurrent/locks/ReentrantLock.lock()V,54,0.003681985544797491
BIS,14666,java/util/concurrent/locks/ReentrantLock.newCondition()Ljava/util/concurrent/locks/Condition;,5,0.00034092458748124913
BIS,14666,java/util/concurrent/locks/ReentrantLock.tryLock()Z,7,0.0004772944224737488
BIS,14666,java/util/concurrent/locks/ReentrantLock.unlock()V,54,0.003681985544797491
BIS,14666,java/util/concurrent/locks/ReentrantReadWriteLock$ReadLock.lock()V,141,0.009614073366971227
BIS,14666,java/util/concurrent/locks/ReentrantReadWriteLock$ReadLock.unlock()V,137,0.009341333696986226
BIS,14666,java/util/concurrent/locks/ReentrantReadWriteLock$WriteLock.lock()V,199,0.013568798581753716
BIS,14666,java/util/concurrent/locks/ReentrantReadWriteLock$WriteLock.unlock()V,197,0.013432428746761217
BIS,14666,javax/net/SocketFactory.createSocket()Ljava/net/Socket;,18,0.001227328514932497
BIS,14666,javax/net/SocketFactory.createSocket(Ljava/net/InetAddress;I)Ljava/net/Socket;,1,6.818491749624983e-05
